id,name,stop_type,stop_code,location_id,latitude,longitude,zone_id,zone_code
207,Alberto O Cantador,BUS,ALCAN_1,4a464792-a717-48f4-892a-ec1f1f2091a1,41.097643,-8.634817,26,VNG4
208,Alberto Sampaio,BUS,ALSAM_1,b3d2c748-e608-46d2-805a-8f10d8ecd9c2,41.178311,-8.627377,13,PRT2
209,Alcaide Faria,BUS,ALFAR_1,f3583b16-433c-409a-9727-e483a284bb13,41.17123,-8.666958,13,PRT2
210,Aldeia Nova (Gaia),BUS,ALNOV_2,9c2c66d2-b2f5-4a2c-ade7-c4e58294a11b,41.100582,-8.648177,26,VNG4
211,Aldeia Nova (Maia),BUS,ALNOV_3,f56606b6-8fa9-45ba-b7f1-8c736da48c18,41.220831,-8.586603,8,MAI4
212,Aldeia Nova (Valongo),BUS,ALNOV_1,9ae4485c-8695-4abd-91bc-781baa5dd3dd,41.229522,-8.527793,21,VLG2
213,Aldoar Junta  Freg.,BUS,ALJFR_1,e2c45794-f48d-4390-a146-1d304f9600b2,41.170898,-8.670594,13,PRT2
214,Aleixo,BUS,ALEIX_1,ab7b10e9-86b4-434b-844a-40277f0fec5c,41.15213,-8.649438,13,PRT2
215,Alex. Herculano (Gaia),BUS,ALHER_1,1086e8fa-154a-4275-9480-c3fdc65dd73f,41.135683,-8.632403,23,VNG1
216,Alex. Herculano (Porto),BUS,ALHER_3,f0c288b1-aa55-47f9-a707-cd14022ba0b9,41.144243,-8.60525,12,PRT1
217,Alex. Herculano (Valongo),BUS,ALHER_2,9c79f5f9-30d2-4e3e-a946-1f66b6534363,41.242556,-8.523758,21,VLG2
218,Alfena,BUS,ALFEN_1,ba97c3a3-0210-4802-b08a-0fda4ed56b6a,41.240809,-8.526317,21,VLG2
219,Alfredo Cunha,BUS,ALCUN_1,c061614c-9e4c-41d1-99c7-109ec563d227,41.184195,-8.684056,9,MTS1
220,AlfÃ¢ndega,BUS,ALFAN_1,bdc4844d-ca12-4333-9354-04fdc9f0e607,41.143885,-8.622368,12,PRT1
221,AlfÃ©res Pereira,BUS,ALPER_1,3d21fafc-d96c-4271-8e43-fe99e87a15cf,41.124278,-8.616278,23,VNG1
222,Almeida Valente,BUS,ALVAL_1,b21e2e2a-c26b-4cc8-9d23-d2b9e81c4a04,41.176208,-8.610762,14,PRT3
223,Alminhas Da Tarouquela,BUS,ALTAR_1,8faa010e-2ae6-4dfb-aec5-929bf8f0e768,41.10456,-8.619855,26,VNG4
224,Almirante Reis,BUS,ALREI_1,25635f0c-0caf-4ee8-b172-5a4e8a3af9a6,41.194151,-8.604972,5,MAI1
225,Altino  Coelho,BUS,ALCOE_1,2289dfd2-7b2b-49b6-9c65-4b8ebd27467b,41.239449,-8.621529,5,MAI1
226,Altino Domingues Moreira,BUS,ALDMO_1,cea78dc3-8ed5-41b7-bb77-9310c1f35fea,41.239111,-8.660278,19,VCD8
227,Alto Chaquedas,BUS,ALCHA_1,0c20cbd3-734d-41b4-a491-be2831065bce,41.111998,-8.652892,26,VNG4
228,Alto Da Areosa,BUS,ALARE_1,22b8272c-2077-493c-b6c3-585a87d97325,41.178752,-8.584133,14,PRT3
229,Alto Da Maia,BUS,ALMAI_1,069c0af4-0508-4049-8ff7-eb565f49ac3b,41.207031,-8.567252,8,MAI4
230,Alto Da Serra (Gondomar),BUS,ALSER_2,f1c6b0fe-d5ce-4fef-9214-cbdbccc9b6dd,41.159728,-8.51776,4,GDM2
231,Alto Da Serra (Valongo),BUS,ALSER_1,3267fb91-70d8-41dd-a7cb-e124697efb55,41.193866,-8.518178,3,GDM1
232,Alto De Soutelo,BUS,ALSOU_1,c1f5c386-8d48-4e53-8b13-976b69179a07,41.166351,-8.546992,3,GDM1
233,Alto Do Viso,BUS,ALVIS_1,4d2b7d97-33b1-419f-824a-f4ab7493aac9,41.1841,-8.642248,13,PRT2
234,Alumiara,BUS,ALUMI_1,493f79de-2069-4788-88e0-8a9836244e6e,41.131994,-8.652985,27,VNG5
235,Alves Redol,BUS,ALRED_1,01aa2415-7ab3-46c2-806a-bf6f7a801e2a,41.109504,-8.617491,23,VNG1
236,Amial,BUS,AMIAL_1,144f92f1-82bb-4439-bb94-d2ed9679bb41,41.183336,-8.61301,14,PRT3
237,Amorosa,BUS,AMORO_1,51efcc92-4ed3-444b-96ae-9b36e320dacc,41.200644,-8.696377,10,MTS2
238,Antas (l. CidadÃ£o),BUS,ANTAS_1,6e79daa9-ef28-4176-8bcc-631d0b479502,41.165194,-8.588964,12,PRT1
239,Antero De Quental,BUS,ANQUE_1,61ed0e4e-9cce-4353-8c2a-b3d50519c89c,41.162118,-8.610457,12,PRT1
240,Antonio Aleixo,BUS,ANALE_1,d5752506-b56f-4811-bf30-94854d32166f,41.218472,-8.61408,5,MAI1
241,Antunes Azevedo,BUS,ANAZE_1,36ee51d2-06df-4f82-aa58-58c8b62820e1,41.241596,-8.610879,7,MAI3
242,Antunes GuimarÃ£es,BUS,ANGUI_1,e354425c-26ad-4a2e-98fa-8424075f690c,41.170465,-8.65576,13,PRT2
243,AntÃ£o Almada,BUS,ANALM_2,9792d8a0-420f-4413-a81f-6f09a73b386d,41.192338,-8.570771,8,MAI4
244,AntÃ£o De Almada,BUS,ANALM_1,c4e38a5f-0b6b-451e-bb50-8fed124f2255,41.19241,-8.57086,8,MAI4
245,AntÃ³nio  Aug.silva,BUS,ANASI_1,67c80d6f-9aa9-44ff-b40c-5d6961abb2e4,41.16749,-8.558418,3,GDM1
246,AntÃ³nio  Carneiro,BUS,ANCAR_1,8d9c9f00-1a61-4d4c-9b7c-5a860bdf7f6a,41.177194,-8.67575,9,MTS1
247,AntÃ³nio Cardoso,BUS,ANCAR_2,c615083a-0757-4963-a25e-86ac7df9035d,41.159717,-8.639862,12,PRT1
248,AntÃ³nio Coelho,BUS,ANCOE_1,cc6d0663-059e-4e1d-a7be-32a4c2bf0da0,41.177186,-8.585118,14,PRT3
249,AntÃ³nio CÃ¢ndido,BUS,ANCAN_1,c240be71-e582-41c7-aa18-73fe01862404,41.164478,-8.61047,12,PRT1
250,AntÃ³nio Marques,BUS,ANMAR_1,1f1a7738-c176-4b27-b16c-12e74c7bd4cb,41.238615,-8.613274,5,MAI1
251,AntÃ³nio PatrÃ­cio,BUS,ANPAT_1,0af665cc-4002-437b-b70d-de7fe76f704b,41.158907,-8.640743,12,PRT1
252,AntÃ³nio Pedro,BUS,ANPED_1,cbbcc496-8e16-4fc9-9f6d-1ced8215a50d,41.188274,-8.644284,5,MAI1
253,AntÃ³nio R.rocha,BUS,ANROC_1,e7ad8960-3182-4a2a-aa35-dfdb79340897,41.117333,-8.609555,23,VNG1
254,AntÃ³nio Santos,BUS,ANSAN_1,830b4226-5dea-40f1-a7cc-b27d05bc195d,41.206347,-8.583458,8,MAI4
255,Apdl,BUS,APDL_1,a6d131e1-1374-4928-be13-149dd43f95f5,41.188003,-8.703181,10,MTS2
256,Aquilino Ribeiro,BUS,AQRIB_1,5d21db43-0770-430c-8744-aafe63ee56ea,41.245293,-8.618783,7,MAI3
257,AraÃºjo,BUS,ARAUJ_2,ffca00dc-884a-4d6a-8c37-024a5dffe10e,41.219299,-8.63713,5,MAI1
258,Arca D Ãgua,BUS,ARAGU_1,079c81ce-b400-427b-a0ae-816a5c198a87,41.171359,-8.613353,12,PRT1
259,Arca D'Ã¡gua,BUS,ARAGU_2,94f9d4e7-b509-4fd4-9988-ff9937896779,41.171675,-8.613477,12,PRT1
260,Arco,BUS,ARCO_1,8b4351df-d93e-46c8-b0e3-15f13fae66f5,41.213777,-8.601534,5,MAI1
261,Arco Do Prado,BUS,ARPRA_1,36e09a01-1f06-4e11-920c-0884856be2d3,41.126821,-8.62488,23,VNG1
262,ArdegÃ£es,BUS,ARDEG_1,ce8c62dd-1f8f-43e6-8de9-98ee27612953,41.226575,-8.567306,8,MAI4
263,Areias Cabedelo,BUS,ARCAB_1,1854234f-a720-4f69-813e-2abef1ba9889,41.13184,-8.66312,27,VNG5
264,Areinho,BUS,AREIN_1,2818f0b4-3c21-440b-b065-ad1ea3047822,41.144395,-8.578779,14,PRT3
265,Areosa,BUS,AREOS_2,3857a84b-a2aa-4391-94fd-e3a9c62db16e,41.180855,-8.583576,14,PRT3
266,Areosa (feira),BUS,AREOS_1,dec1e61f-cd5e-464a-9cba-5aca6e6bb963,41.185478,-8.581723,8,MAI4
267,Areosa (mercado),BUS,AREOS_3,48afebea-548e-4d83-9330-4f7b092f3b4c,41.182586,-8.582773,8,MAI4
268,Areosa - Mercado,BUS,ARMER_1,9f0510a3-2557-4281-948e-7494e5f25805,41.18251,-8.58133,8,MAI4
269,Arregadas,BUS,ARREG_1,5788f984-670b-4f57-83c3-c8a4c5222e4d,41.216689,-8.584574,8,MAI4
270,Arregadas (viaduto),BUS,ARREG_2,329ad523-d5e7-4d74-a2bd-bb34fee17f05,41.219958,-8.574402,8,MAI4
271,Arroteia (Maia),BUS,ARROT_1,a8b523c8-69df-4155-8032-c7373ab55f0a,41.187943,-8.596224,8,MAI4
272,Arroteia (Maia),BUS,ARROT_2,13afd53c-11f7-4f06-93b9-9fd8e500cc09,41.199737,-8.621986,5,MAI1
273,Arroteia (Maia),BUS,ARROT_3,c553f174-c97b-4627-824e-5b10ef341970,41.219099,-8.591538,8,MAI4
274,ArrÃ¡bidashopping,BUS,ARRAB_1,1b546e09-125e-441d-a162-d2ddb1fc1804,41.13978,-8.63543,23,VNG1
275,Asprela (Maia),BUS,ASPRE_2,c5d18cfd-f698-4029-8520-2b8355fb06c1,41.18473,-8.604529,5,MAI1
276,Asprela (Porto),BUS,ASPRE_1,b547f75b-0f4b-49c8-b9ac-7f429c9d8968,41.181938,-8.595953,14,PRT3
277,Augusto Gomes,BUS,AUGOM_1,04931906-fead-42a8-aca9-a9268c6b7438,41.12349,-8.63379,23,VNG1
278,Augusto Lessa,BUS,AULES_1,e4e79b84-e13e-46b6-a968-f916cf639654,41.169916,-8.60246,12,PRT1
279,Av. 25 De Abril,BUS,25ABR_3,94e404a4-18cb-44a5-a52d-10fec0bd45db,41.155528,-8.586083,12,PRT1
280,Av. Aliados,BUS,ALIAD_2,9f11eb20-8574-45a9-8c76-29b6c1a502f4,41.147875,-8.6109,12,PRT1
281,Av. Do Bessa,BUS,BESSA_1,7a042197-2929-4e6b-88c6-5776c0c6c6ec,41.165247,-8.64318,12,PRT1
282,Av. MenÃ©res,BUS,MENER_1,5ebb2f22-8444-40aa-86fc-1e774b5120b2,41.178082,-8.689201,9,MTS1
283,Av. Salg. Zenha,BUS,SAZEN_1,9a2331b6-4155-4e06-b9ae-c22731cba957,41.195133,-8.660833,9,MTS1
284,Av.aliados,BUS,ALIAD_3,698197e7-e689-4fa2-92ee-652d87fd9009,41.148701,-8.610659,12,PRT1
285,Av.da Boavista,BUS,BOAVI_1,14d81c38-4a0c-46d7-809b-43f0f8328872,41.162897,-8.663312,13,PRT2
286,Av.franÃ§a,BUS,FRANC_B_1,1535d7c1-b703-4fab-a2ed-8b6f7aaec231,41.164617,-8.625867,12,PRT1
287,Av.lidador Da Maia,BUS,LIMAI_1,7c20fd7e-e18c-47f4-af41-66b5b3444607,41.205629,-8.56126,8,MAI4
288,Av.vasco Da Gama,BUS,VAGAM_6,c870b48a-430b-4bad-b09e-e282edfb3be8,41.190528,-8.661389,9,MTS1
289,Aval Cima,BUS,AVCIM_1,7b5f208f-38fc-425b-bec6-a6f1c141dc50,41.168304,-8.603465,12,PRT1
290,Azenha,BUS,AZENH_1,a4b32ab3-04f3-488f-8767-d4694a8f4119,41.181627,-8.613706,14,PRT3
291,Azenha De Cima (Matosinhos),BUS,AZCIM_1,f9d5afc1-eafe-4047-86c1-061fd005d3d1,41.180055,-8.660425,9,MTS1
292,Azenha De Cima (Porto),BUS,AZCIM_2,8b1b6592-8781-42f0-a6df-f0fd9229962e,41.177161,-8.660681,13,PRT2
293,Azenha Nova,BUS,AZNOV_1,ab584ba3-3e7f-4584-a21c-74ba434a8993,41.207533,-8.607668,5,MAI1
294,Azevedo,BUS,AZEVE_1,755d77f8-de45-4154-b179-1780db219d6a,41.151865,-8.567048,14,PRT3
295,B. V. Gondomar,BUS,GONDO_3,65ecaa3c-392b-4952-a083-6a5becc3a4f1,41.141972,-8.532556,3,GDM1
296,B. V. LeÃ§a Balio,BUS,LEBAL_1,bbf83431-f900-4279-b8e7-624d632d1c67,41.21108,-8.633229,5,MAI1
297,B.v. CoimbrÃµes,BUS,COIMB_1,4fab85f7-5c9f-465a-80c6-02a801736824,41.127222,-8.62925,23,VNG1
298,B.v. Gondomar,BUS,GONDO_2,b54f80c6-c888-42e7-8df3-0246962e6d8e,41.14178,-8.53307,3,GDM1
299,Bairro Ant. Aroso,BUS,BAAAR_1,30686655-9f3b-4eb5-8b52-137d887b7028,41.168116,-8.669338,13,PRT2
300,Bairro Bessa Leite,BUS,BABLE_1,42fdf82c-1be9-435c-9783-4a7c95b4c78e,41.158248,-8.644899,12,PRT1
301,Bairro Da Biquinha,BUS,BABIQ_1,41133b09-b0b2-4490-89fb-7a6689a6e47a,41.174707,-8.674853,9,MTS1
302,Bairro Da PrevidÃªncia,BUS,BAPRE_1,59c9fc19-7a51-4cac-a827-d4eeafab7443,41.165725,-8.657591,13,PRT2
303,Bairro Da Vilarinha,BUS,BAVIL_2,560acb34-d81a-42b2-9c6c-b32d7c74e56f,41.166117,-8.659578,13,PRT2
304,Bairro Do Viso,BUS,BAVIS_1,6e90ae6b-f12e-4d47-9993-be1733565f75,41.181341,-8.648274,13,PRT2
305,Bairro Vilarinha,BUS,BAVIL_1,c2f4c2c2-f4bf-4c59-b82c-e1ef76b58ea4,41.167135,-8.660029,13,PRT2
306,BaldÃµes,BUS,BALDO_1,1363ca48-e7b1-441c-a1f6-91e95cc8faa6,41.217158,-8.679877,10,MTS2
307,Barca,BUS,BARCA_1,ca940ae1-a77d-4439-8a3d-a627ce676836,41.246966,-8.607388,7,MAI3
308,Barca (bela Vista),BUS,BARCA_2,fdaa0dc0-291a-4c78-b9c6-594e5428b7fd,41.251434,-8.607566,7,MAI3
309,Barreira (Gaia),BUS,BARRE_2,c035462f-0694-4da3-a467-29d06ba5d314,41.111649,-8.615947,23,VNG1
310,Barreira (Valongo),BUS,BARRE_1,0d19742b-4f96-4eb0-b0e3-38203249dab1,41.233143,-8.52597,21,VLG2
311,Barreiro,BUS,BARRE_4,78f24c2f-40b0-40c0-847d-9f9ee1653964,41.233775,-8.669748,19,VCD8
312,Barreiros,BUS,BARRE_3,46863ebb-07dd-4d45-a274-3afcee80d202,41.159219,-8.522416,3,GDM1
313,Barrocas,BUS,BARRO_2,4c921df0-8810-49a9-982b-ace16dc87a5c,41.172162,-8.587737,14,PRT3
314,Barros Lima,BUS,BALIM_1,825f183d-0017-4431-a98e-315b30fe139f,41.154635,-8.595643,12,PRT1
315,Barrosa,BUS,BARRO_1,248d8c62-bf10-4810-aaa0-ce6383cd6eb9,41.125056,-8.612389,23,VNG1
316,Batalha,BUS,BATAL_1,a395dec7-d929-4556-8e4c-2008398b49ec,41.144572,-8.60522,12,PRT1
317,Bazar,BUS,BAZAR_1,75618aa2-7589-4fe1-9f85-a6e5ff5ca2b6,41.182369,-8.560108,8,MAI4
318,Bcg,BUS,BCG_1,5d83ef56-3684-490c-8a02-3687269feed9,41.163655,-8.617959,12,PRT1
319,Beata Mafalda,BUS,BEMAF_1,d75a7183-349c-4fcd-89cb-f926e4f38870,41.165195,-8.575442,14,PRT3
320,Bela,BUS,BELA_1,723a0d9b-b83d-403f-8079-65778decd97c,41.226534,-8.548696,8,MAI4
321,Bela Vista,BUS,BEVIS_1,b5f7c525-8650-4c93-84a9-83379214e2da,41.157068,-8.51613,4,GDM2
322,Belo Horizonte,BUS,BEHOR_1,a1f2c466-a289-44f6-8181-4fa28f3bb2e0,41.153771,-8.513737,4,GDM2
323,Bento JÃºnior,BUS,BEJUN_1,7e25990c-d552-46d4-8fb9-830280ce285a,41.165444,-8.604125,12,PRT1
324,Berlengas,BUS,BERLE_1,546093d5-7bb0-4dcc-8acb-a1985c250e88,41.179872,-8.613846,14,PRT3
325,Bernardim Ribeiro (Gaia),BUS,BERIB_2,510b0e75-811f-4afd-bb34-0def9f6d8075,41.112291,-8.611306,23,VNG1
326,Bernardim Ribeiro (Porto),BUS,BERIB_1,066d28ca-f309-4e22-a2eb-f9f0bd95ff0a,41.164804,-8.565877,14,PRT3
327,Bernardo Santareno,BUS,BESAN_1,9818f482-dcc2-4e9d-a5a5-052ed990f8d1,41.176694,-8.672639,9,MTS1
328,Bessa,BUS,BESSA_2,f491d76c-a277-4300-90e8-1158526838d5,41.160254,-8.643858,12,PRT1
329,Biblioteca De Gaia,BUS,BIGAI_1,316716f2-29be-4392-9295-1c1bca00a4c7,41.122333,-8.606009,23,VNG1
330,Bica Velha,BUS,BIVEL_1,ecddb4b9-8e3e-4aa0-939b-fbeceaa1481c,41.167657,-8.620336,12,PRT1
331,Bicalho,BUS,BICAL_1,8f0db0a7-fc3b-42fe-8d3e-924a51c8ed9a,41.148255,-8.63681,12,PRT1
332,Bicheiros,BUS,BICHE_1,63cdfe58-0d84-49d7-ad97-05a40a8fd81a,41.093467,-8.642959,26,VNG4
333,Boa Nova,BUS,BONOV_1,d1257dd2-1128-4142-a9dd-dc1246087f65,41.09741,-8.619657,26,VNG4
334,Boavista,BUS,BOAVI_2,021df3cd-3075-48c1-9566-2994ea077a6e,41.229818,-8.548475,8,MAI4
335,Boavista (bom Sucesso),BUS,BOAVI_3,06a40c74-67f3-4070-ac7b-77e3126caff0,41.15574,-8.62841,12,PRT1
336,Boavista (mercado),BUS,BOAVI_4,203510ed-2b4b-4d02-b725-00dc2fae8732,41.156358,-8.629598,12,PRT1
337,Boavista - B.sucesso,BUS,BOSUC_1,487e5c5b-7b25-41a3-87c8-f43434fd6a85,41.155636,-8.628158,12,PRT1
338,Boavista BrasÃ­lia,BUS,BOBRA_1,1f89ed47-cc33-412d-8116-32716548e95f,41.157573,-8.627024,12,PRT1
339,Boavista CemitÃ©rio,BUS,BOCEM_1,e0315871-468f-4068-ae38-eb1def6e41ed,41.157164,-8.629998,12,PRT1
340,Boavista Correios,BUS,BOCOR_1,63b3512d-4bf4-46c6-a213-17d026bd0ae7,41.158118,-8.627838,12,PRT1
341,Boavista-b.sucesso,BUS,BOSUC_2,3809c9a1-fe05-486d-8b8e-4544aa7fd1f7,41.155962,-8.62856,12,PRT1
342,Boavista-casa Da MÃºsica,BUS,BOCMU_1,491a6dec-290a-4d99-a941-378a1ebfb277,41.158995,-8.629426,12,PRT1
343,Boi Morto,BUS,BOMOR_1,d9872b04-e3b3-4751-9e8e-37e98c6a8ae0,41.194783,-8.594119,8,MAI4
344,BolhÃ£o,BUS,BOLHA_2,a79d1acd-45c5-4530-a5d8-c51c54317084,41.151574,-8.607145,12,PRT1
345,BolhÃ£o (firmeza),BUS,BOLHA_3,dd3e498d-8dff-4103-b8b4-9b8858e4dcfa,41.151437,-8.606341,12,PRT1
346,BolhÃ£o (metro),BUS,BOLHA_4,774118b2-8ccc-449c-bc8a-94c82b13ee27,41.149637,-8.604933,12,PRT1
347,Bonfim,BUS,BONFI_1,50cb9e69-5aa4-4688-a194-1975e715727d,41.150516,-8.594755,12,PRT1
348,Bonfim Barreiros,BUS,BOBAR_1,4ac79ad0-abca-4236-a008-473dd9b07e23,41.169274,-8.584275,14,PRT3
349,BonjÃ³ia,BUS,BONJO_1,59533da9-8b1a-4c21-a1dc-b3392617782c,41.151883,-8.574732,14,PRT3
350,Botica,BUS,BOTIC_2,2b161978-bb6b-4105-85f5-0400638885da,41.238914,-8.663903,19,VCD8
351,Br. Campinas,BUS,BRCAM_1,7744ddae-0052-4a85-a3d2-07eb8970d5b3,41.169013,-8.650975,13,PRT2
352,Br. Cedro,BUS,BRCED_1,9abcee03-15de-4c17-8b16-fa0528a808a5,41.111834,-8.609319,23,VNG1
353,Br. Costa Cabral,BUS,BRCCA_1,71386a14-f4d6-4c7b-9858-99694f4b823e,41.17185,-8.585809,14,PRT3
354,Br. Da Pasteleira,BUS,BRPAS_1,37e1f59d-79eb-4abb-a8e4-764fc298bae0,41.154984,-8.658193,13,PRT2
355,Br. Do Amial,BUS,BRAMI_2,d0d34cd7-9a70-4a09-bbec-d15d9d88d6c4,41.176765,-8.620385,13,PRT2
356,Br. Fonte Da Moura,BUS,BRFMO_1,7146f16a-ce09-4a50-9cd3-cb724665e83a,41.170926,-8.659141,13,PRT2
357,Br. Lagarteiro,BUS,BRLAG_1,c1c9e995-2134-4346-9ec9-a1c95379b120,41.153388,-8.567341,14,PRT3
358,Br. Ramalde,BUS,BRRAM_1,5c67a94d-10df-4c88-a9c4-a6ba7d621a4f,41.170336,-8.648483,13,PRT2
359,Br. Sto. EugÃ©nio,BUS,BRSEU_1,ba0d6025-fed5-4dc3-ad8f-c9da0a916323,41.18137,-8.636488,13,PRT2
360,Br. Sto.eugÃ©nio (escola),BUS,BRSEU_2,158a7622-3dc1-42cd-8510-8b202dc8a03b,41.179116,-8.637501,13,PRT2
361,Br.carvalhido,BUS,BRCAR_1,99ebb342-6fd1-48f9-bb82-92a8347074ad,41.169079,-8.622976,12,PRT1
362,Br.cerco Porto,BUS,BRCPO_1,e32724c9-05d9-4eff-9065-71b33448a932,41.157379,-8.57023,14,PRT3
363,Br.contumil,BUS,BRCON_1,a1a0b442-ceff-4e59-a775-33f37824a3e3,41.16583,-8.580748,14,PRT3
364,Br.do Amial,BUS,BRAMI_1,67a224d0-9b92-405d-91bc-2739217588fd,41.176449,-8.620077,13,PRT2
365,Br.fonte Da Moura,BUS,BRFMO_2,17055d8a-3b46-4f94-b724-b2fcb9db1b95,41.170311,-8.660765,13,PRT2
366,Br.lagarteiro,BUS,BRLAG_2,0dfd74b4-4a86-4989-9d68-85eb1fcffc3f,41.153276,-8.567318,14,PRT3
367,Br.regado,BUS,BRREG_1,cd9fd451-ea01-4213-bc16-a6aabeb0eb9a,41.175415,-8.616354,13,PRT2
368,Br.sto.eugÃ©nio (escola),BUS,BRSEU_3,4f2b7405-fc4e-4a7d-a896-2d491c139a53,41.179088,-8.637382,13,PRT2
369,Braga JÃºnior,BUS,BRJUN_1,44b29187-61c7-42d2-bb6a-8007930e8d83,41.130709,-8.649232,27,VNG5
370,Brito Capelo (Matosinhos),BUS,BRCAP_2,1ec7accf-0736-44a3-a9ae-309619c82a88,41.181928,-8.690365,9,MTS1
371,Brito Capelo (Matosinhos),BUS,BRCAP_3,8220676f-58b8-4f80-97dd-5ff3dcdc18a4,41.178556,-8.688833,9,MTS1
372,BrÃ¡s Oleiro,BUS,BROLE_1,c3a51083-c154-42e2-a2c3-5d4ee9fda452,41.19749,-8.576,8,MAI4
373,C. C. Londres,BUS,LONDR_1,72a4a6b5-bc47-41b1-a528-d9d128cdb43e,41.191198,-8.65285,13,PRT2
374,C. SaÃºde CampanhÃ£,BUS,SACAM_1,a722adbf-1702-4c91-905b-29b24e753676,41.156872,-8.590368,12,PRT1
375,C. SaÃºde LeÃ§a Palmeira,BUS,SALPA_1,10feff12-4aa3-432f-80ba-99d999d6b016,41.199575,-8.696683,10,MTS2
376,C. SaÃºde Paranhos,BUS,SAPAR_1,4e8f4499-4eb1-42c2-9149-e3093889c352,41.16853,-8.612351,12,PRT1
377,C. SaÃºde Ramalde,BUS,SARAM_1,f909eb16-f7ab-4bc3-8af3-63623c16152a,41.169575,-8.653739,13,PRT2
378,C. SaÃºde S. Mamede,BUS,SAMAM_1,08fd00ca-d978-49f6-8a4c-4b9d87487f73,41.197852,-8.610947,5,MAI1
379,C. SaÃºde S. Reis,BUS,SAREI_1,e5f48310-04ee-4c4d-a006-8cc174adad2d,41.120611,-8.60982,23,VNG1
380,C. Seixo (norte),BUS,SEIXO_1,82559737-bc7e-4dbd-a85d-e9c7ef47e3a4,41.189456,-8.632841,5,MAI1
381,C. Seixo (sul),BUS,SEIXO_2,92f4dd1f-1330-4d85-b404-3dbfe0ccd764,41.183613,-8.631382,5,MAI1
382,C.saÃºde Da  Sra.hora,BUS,SAHOR_1,647cbfdd-86f9-4522-a662-98ce99aae136,41.19175,-8.657722,9,MTS1
383,C.saÃºde De Aldoar,BUS,SAALD_1,bd87072d-669b-41fa-9eae-e6387e027211,41.175976,-8.666497,13,PRT2
384,C.saÃºde De Ermesinde,BUS,SAERM_1,daed7de2-01ac-448b-9307-aec235e1e383,41.225374,-8.545537,8,MAI4
385,C.saÃºde De Rio Tinto,BUS,SARTI_2,1cfbe6f0-2b4b-4de4-8656-b7b167c3ade4,41.17427,-8.561142,8,MAI4
386,C.saÃºde Rio Tinto,BUS,SARTI_1,92b479d7-3574-4c91-9242-cef67fe6a0a5,41.174575,-8.561371,8,MAI4
387,Cabanas,BUS,CABAN_1,2709b70d-9ebc-4b12-a36a-56e0c3bf8ceb,41.167965,-8.54165,3,GDM1
388,Cabeda,BUS,CABED_1,a00b6095-8ca6-4e73-9952-c7cc0c20863f,41.223371,-8.532688,21,VLG2
389,Cabine,BUS,CABIN_1,e1cc5aeb-87cf-435e-9326-758368a3ba18,41.106029,-8.641072,26,VNG4
390,Cais 6,BUS,CAIS_1,e72f794f-0b5c-42bb-beb1-76a44f7fee72,41.193672,-8.68903,10,MTS2
391,Calouste Gulbenkian,BUS,CAGUL_1,933633b1-01f6-401a-9f0e-5ddbcef28035,41.210471,-8.5625,8,MAI4
392,CalvÃ¡rio,BUS,CALVA_1,9a8ceffc-2b0a-4a58-905c-976f95f339f5,41.193652,-8.499721,20,VLG1
393,Camilo C. Branco (Gaia),BUS,CABRA_2,00e91885-2369-41c8-8501-9b9a3e587026,41.138704,-8.633836,23,VNG1
394,Camilo C. Branco (Maia),BUS,CABRA_1,8db1ed01-9681-4b64-9363-9825951b1972,41.208725,-8.613469,5,MAI1
395,CampanhÃ£,BUS,CAMPA_B_1,2cb55275-ed1d-4ba4-a34e-97d9ebf6d70d,41.148476,-8.586463,12,PRT1
396,Campo,BUS,CAMPO_1,cfc6e491-3f91-4e35-b7d1-740f8e3fcbb3,41.185113,-8.457199,22,VLG3
397,Campo 24 Agosto,BUS,CA2AG_2,1ccc4122-c6d8-4e8f-b079-8e952c94242d,41.148926,-8.598532,12,PRT1
398,Campo 24 De Agosto,BUS,CA2AG_1,77b85e1d-0bf3-4d5b-abb4-5f32f0db03aa,41.148736,-8.598151,12,PRT1
399,Campo Lindo,BUS,CALIN_1,58ebcdd2-6c35-4fd2-9bc5-f2ff5678d104,41.167636,-8.610448,12,PRT1
400,Campo Pasteleira,BUS,CAPAS_1,ada162e6-0530-4bb7-92b9-2d881df895af,41.152681,-8.662177,13,PRT2
401,Campolinho,BUS,CAMPO_2,ff4e36b6-9913-4d5f-835b-a3ea8ad1fcd4,41.095807,-8.631363,26,VNG4
402,Campus S. JoÃ£o,BUS,CAJOA_1,e5e222fa-63b0-4d6a-9cf3-ab8a0fc68312,41.179769,-8.605418,14,PRT3
403,CamÃ©lias,BUS,CAMEL_1,145e6c61-42b9-4a43-a61b-0516e147f0f6,41.217312,-8.558787,8,MAI4
404,CamÃµes,BUS,CAMOE_1,27f070d7-1cf9-46b4-bd67-bff5544d4d9b,41.134215,-8.60952,23,VNG1
405,Cancelinhas,BUS,CANCE_1,1a87b7f2-3c8c-47bb-a06f-3dee0212ddd4,41.131391,-8.651741,27,VNG5
406,Candal,BUS,CANDA_1,cecf5b0f-5897-4135-9f88-a1f06eb90305,41.133556,-8.630778,23,VNG1
407,Cantareira,BUS,CANTA_1,9237238f-6683-4525-beb7-42e6cde1841d,41.14805,-8.664922,13,PRT2
408,Capela S. Martinho,BUS,CAMAR_1,9bd7c747-ad21-45ce-b2d6-121c571d610e,41.098529,-8.618836,25,VNG3
