id,arrival_time,departure_time,sequence,stop_id,route_id
SER_1dfa_1076_51,19:39:23,19:39:23,51,1076,SER_1dfa
SER_1dfa_2512_52,19:42:30,19:42:30,52,2512,SER_1dfa
SER_1dfa_45_53,19:43:25,19:43:25,53,45,SER_1dfa
SER_1dfa_4350_54,19:44:49,19:44:49,54,4350,SER_1dfa
SER_1dfa_2767_55,19:47:37,19:47:37,55,2767,SER_1dfa
SER_1dfa_3951_56,19:51:19,19:51:19,56,3951,SER_1dfa
SER_1dfa_4312_57,19:52:10,19:52:10,57,4312,SER_1dfa
SER_1dfa_2755_58,19:53:28,19:53:28,58,2755,SER_1dfa
SER_1dfa_1035_59,19:54:28,19:54:28,59,1035,SER_1dfa
SER_1dfa_3946_60,19:57:45,19:57:45,60,3946,SER_1dfa
SER_1dfa_48_61,19:59:15,19:59:15,61,48,SER_1dfa
SER_1dfa_197_62,20:01:30,20:01:30,62,197,SER_1dfa
SER_1dfa_1325_63,20:02:25,20:02:25,63,1325,SER_1dfa
SER_1dfa_3214_64,20:04:08,20:04:08,64,3214,SER_1dfa
SER_1dfa_4653_65,20:04:52,20:04:52,65,4653,SER_1dfa
SER_1dfa_3062_66,20:07:09,20:07:09,66,3062,SER_1dfa
SER_1dfa_744_67,20:12:16,20:12:16,67,744,SER_1dfa
SER_1dfa_1455_68,20:14:28,20:14:28,68,1455,SER_1dfa
SER_1dfa_1619_69,20:26:44,20:26:44,69,1619,SER_1dfa
SER_1fca_2517_0,08:01:25,08:01:25,0,2517,SER_1fca
SER_1fca_4049_1,08:05:05,08:05:05,1,4049,SER_1fca
SER_1fca_1995_2,08:07:32,08:07:32,2,1995,SER_1fca
SER_1fca_4215_3,08:08:29,08:08:29,3,4215,SER_1fca
SER_1fca_4678_4,08:09:52,08:09:52,4,4678,SER_1fca
SER_1fca_4493_5,08:10:07,08:10:07,5,4493,SER_1fca
SER_1fca_4086_6,08:12:59,08:12:59,6,4086,SER_1fca
SER_1fca_4069_7,08:14:55,08:14:55,7,4069,SER_1fca
SER_1fca_1590_8,08:16:36,08:16:36,8,1590,SER_1fca
SER_1fca_4188_9,08:19:25,08:19:25,9,4188,SER_1fca
SER_1fca_2462_10,08:20:23,08:20:23,10,2462,SER_1fca
SER_1fca_2011_11,08:22:25,08:22:25,11,2011,SER_1fca
SER_1fca_3589_12,08:25:35,08:25:35,12,3589,SER_1fca
SER_1fca_4192_13,19:57:08,19:57:08,13,4192,SER_1fca
SER_20bf_2319_0,18:00:12,18:00:12,0,2319,SER_20bf
SER_20bf_287_1,18:03:11,18:03:11,1,287,SER_20bf
SER_20bf_2456_2,18:05:55,18:05:55,2,2456,SER_20bf
SER_20bf_2030_3,18:08:08,18:08:08,3,2030,SER_20bf
SER_20bf_4170_4,18:09:36,18:09:36,4,4170,SER_20bf
SER_20bf_2611_5,18:11:04,18:11:04,5,2611,SER_20bf
SER_20bf_934_6,18:12:31,18:12:31,6,934,SER_20bf
SER_20bf_30_7,18:15:14,18:15:14,7,30,SER_20bf
SER_20bf_1110_8,18:21:30,18:21:30,8,1110,SER_20bf
SER_20bf_216_9,19:23:47,19:23:47,9,216,SER_20bf
SER_210e_1339_0,07:00:25,07:00:25,0,1339,SER_210e
SER_210e_118_1,07:49:30,07:49:30,1,118,SER_210e
SER_210e_3475_2,08:13:11,08:13:11,2,3475,SER_210e
SER_210e_3838_3,08:48:20,08:48:20,3,3838,SER_210e
SER_210e_1151_4,12:43:48,12:43:48,4,1151,SER_210e
SER_210e_741_5,12:51:39,12:51:39,5,741,SER_210e
SER_210e_447_6,12:55:27,12:55:27,6,447,SER_210e
SER_210e_3433_7,12:59:22,12:59:22,7,3433,SER_210e
SER_210e_5035_8,13:00:49,13:00:49,8,5035,SER_210e
SER_210e_189_9,13:02:06,13:02:06,9,189,SER_210e
SER_210e_1220_10,13:07:31,13:07:31,10,1220,SER_210e
SER_210e_5105_12,13:10:03,13:10:03,12,5105,SER_210e
SER_210e_2436_13,13:10:49,13:10:49,13,2436,SER_210e
SER_210e_2302_14,13:12:06,13:12:06,14,2302,SER_210e
SER_210e_4279_15,13:14:46,13:14:46,15,4279,SER_210e
SER_210e_1938_16,13:17:02,13:17:02,16,1938,SER_210e
SER_210e_1334_17,13:18:10,13:18:10,17,1334,SER_210e
SER_210e_2154_18,13:19:16,13:19:16,18,2154,SER_210e
SER_210e_583_19,13:20:10,13:20:10,19,583,SER_210e
SER_210e_2038_20,13:22:31,13:22:31,20,2038,SER_210e
SER_210e_2914_21,13:24:29,13:24:29,21,2914,SER_210e
SER_210e_1769_22,13:27:16,13:27:16,22,1769,SER_210e
SER_210e_1857_23,13:29:08,13:29:08,23,1857,SER_210e
SER_210e_2725_24,13:30:10,13:30:10,24,2725,SER_210e
SER_210e_3466_25,13:31:15,13:31:15,25,3466,SER_210e
SER_210e_213_26,13:33:33,13:33:33,26,213,SER_210e
SER_210e_1198_27,13:35:30,13:35:30,27,1198,SER_210e
SER_210e_3929_28,13:38:10,13:38:10,28,3929,SER_210e
SER_210e_3078_29,13:40:11,13:40:11,29,3078,SER_210e
SER_210e_2921_30,13:40:58,13:40:58,30,2921,SER_210e
SER_210e_417_31,13:42:42,13:42:42,31,417,SER_210e
SER_210e_1099_32,13:46:28,13:46:28,32,1099,SER_210e
SER_210e_4102_33,13:48:47,13:48:47,33,4102,SER_210e
SER_210e_3178_34,13:50:38,13:50:38,34,3178,SER_210e
SER_210e_3609_35,13:51:37,13:51:37,35,3609,SER_210e
SER_210e_3385_36,13:53:11,13:53:11,36,3385,SER_210e
SER_210e_990_37,13:54:20,13:54:20,37,990,SER_210e
SER_210e_409_38,13:55:04,13:55:04,38,409,SER_210e
SER_210e_3965_39,13:57:05,13:57:05,39,3965,SER_210e
SER_210e_1106_40,13:58:17,13:58:17,40,1106,SER_210e
SER_210e_3445_41,13:58:59,13:58:59,41,3445,SER_210e
SER_210e_2687_42,14:01:08,14:01:08,42,2687,SER_210e
SER_210e_3425_43,14:02:25,14:02:25,43,3425,SER_210e
SER_210e_3636_44,14:04:01,14:04:01,44,3636,SER_210e
SER_210e_231_45,14:05:24,14:05:24,45,231,SER_210e
SER_210e_2992_46,14:06:20,14:06:20,46,2992,SER_210e
SER_210e_2696_47,14:07:25,14:07:25,47,2696,SER_210e
SER_210e_3353_48,14:08:31,14:08:31,48,3353,SER_210e
SER_210e_2912_49,14:10:22,14:10:22,49,2912,SER_210e
SER_210e_3562_50,14:11:06,14:11:06,50,3562,SER_210e
SER_210e_316_51,14:13:23,14:13:23,51,316,SER_210e
SER_210e_3865_52,14:14:14,14:14:14,52,3865,SER_210e
SER_210e_4151_53,14:15:42,14:15:42,53,4151,SER_210e
SER_210e_3265_54,14:17:09,14:17:09,54,3265,SER_210e
SER_210e_1357_55,14:20:01,14:20:01,55,1357,SER_210e
SER_210e_2583_56,14:21:10,14:21:10,56,2583,SER_210e
SER_210e_1231_57,14:23:07,14:23:07,57,1231,SER_210e
SER_210e_2872_58,14:25:28,14:25:28,58,2872,SER_210e
SER_210e_4103_59,14:27:44,14:27:44,59,4103,SER_210e
SER_210e_1147_60,14:30:21,14:30:21,60,1147,SER_210e
SER_210e_236_61,14:31:36,14:31:36,61,236,SER_210e
SER_210e_1079_62,14:33:41,14:33:41,62,1079,SER_210e
SER_210e_1506_63,14:38:13,14:38:13,63,1506,SER_210e
SER_210e_3016_64,14:44:48,14:44:48,64,3016,SER_210e
SER_210e_3805_65,14:45:40,14:45:40,65,3805,SER_210e
SER_210e_883_66,14:47:49,14:47:49,66,883,SER_210e
SER_210e_1218_67,14:50:04,14:50:04,67,1218,SER_210e
SER_210e_3252_69,14:53:30,14:53:30,69,3252,SER_210e
SER_210e_2665_70,14:55:50,14:55:50,70,2665,SER_210e
SER_210e_3673_71,14:57:03,14:57:03,71,3673,SER_210e
SER_210e_5036_72,14:57:35,14:57:35,72,5036,SER_210e
SER_210e_5038_73,14:59:58,14:59:58,73,5038,SER_210e
SER_210e_4048_74,15:02:22,15:02:22,74,4048,SER_210e
SER_210e_2511_75,15:03:47,15:03:47,75,2511,SER_210e
SER_210e_2904_76,15:05:35,15:05:35,76,2904,SER_210e
SER_210e_3324_77,16:13:44,16:13:44,77,3324,SER_210e
SER_210e_1742_78,16:59:36,16:59:36,78,1742,SER_210e
SER_210e_446_79,17:20:55,17:20:55,79,446,SER_210e
SER_210e_617_80,17:58:22,17:58:22,80,617,SER_210e
SER_210e_5104_81,19:27:20,19:27:20,81,5104,SER_210e
SER_22cd_979_0,16:16:01,16:16:01,0,979,SER_22cd
SER_22cd_779_1,17:13:59,17:13:59,1,779,SER_22cd
SER_22cd_985_2,17:23:59,17:23:59,2,985,SER_22cd
SER_22cd_2205_3,17:53:56,17:53:56,3,2205,SER_22cd
SER_22cd_4773_4,17:57:11,17:57:11,4,4773,SER_22cd
SER_22cd_4758_5,17:58:39,17:58:39,5,4758,SER_22cd
SER_22cd_1812_6,18:00:18,18:00:18,6,1812,SER_22cd
SER_22cd_1000_7,18:01:06,18:01:06,7,1000,SER_22cd
SER_22cd_3766_8,18:02:52,18:02:52,8,3766,SER_22cd
SER_22cd_1088_9,18:08:14,18:08:14,9,1088,SER_22cd
SER_22cd_610_10,18:09:27,18:09:27,10,610,SER_22cd
SER_22cd_1837_11,18:10:58,18:10:58,11,1837,SER_22cd
SER_22cd_3825_12,18:13:28,18:13:28,12,3825,SER_22cd
SER_22cd_922_13,18:14:25,18:14:25,13,922,SER_22cd
SER_22cd_4407_14,18:15:42,18:15:42,14,4407,SER_22cd
SER_22cd_4500_15,18:32:28,18:32:28,15,4500,SER_22cd
SER_22cd_3150_16,18:38:23,18:38:23,16,3150,SER_22cd
SER_22cd_3111_17,18:39:57,18:39:57,17,3111,SER_22cd
SER_22cd_2538_18,18:40:52,18:40:52,18,2538,SER_22cd
SER_22cd_3407_19,18:42:04,18:42:04,19,3407,SER_22cd
SER_22cd_3933_20,18:44:12,18:44:12,20,3933,SER_22cd
SER_22cd_970_21,18:45:48,18:45:48,21,970,SER_22cd
SER_22cd_2221_22,18:46:52,18:46:52,22,2221,SER_22cd
SER_22cd_4411_23,18:48:40,18:48:40,23,4411,SER_22cd
SER_22cd_3764_24,18:50:20,18:50:20,24,3764,SER_22cd
SER_22cd_4445_25,18:51:25,18:51:25,25,4445,SER_22cd
SER_22cd_4940_26,18:54:27,18:54:27,26,4940,SER_22cd
SER_22cd_1558_27,18:56:10,18:56:10,27,1558,SER_22cd
SER_22cd_3381_28,18:58:02,18:58:02,28,3381,SER_22cd
SER_22cd_161_29,19:00:31,19:00:31,29,161,SER_22cd
SER_22cd_2035_30,19:02:56,19:02:56,30,2035,SER_22cd
SER_22cd_2754_31,19:07:51,19:07:51,31,2754,SER_22cd
SER_22cd_941_32,19:08:23,19:08:23,32,941,SER_22cd
SER_22cd_4355_33,19:13:01,19:13:01,33,4355,SER_22cd
SER_22cd_2556_34,19:14:29,19:14:29,34,2556,SER_22cd
SER_22cd_3309_35,19:17:08,19:17:08,35,3309,SER_22cd
SER_22cd_4004_36,19:17:40,19:17:40,36,4004,SER_22cd
SER_22cd_2558_37,19:20:06,19:20:06,37,2558,SER_22cd
SER_22cd_4331_38,19:21:43,19:21:43,38,4331,SER_22cd
SER_22cd_2572_39,19:22:33,19:22:33,39,2572,SER_22cd
SER_22cd_1699_40,19:24:04,19:24:04,40,1699,SER_22cd
SER_22cd_1497_41,19:24:35,19:24:35,41,1497,SER_22cd
SER_22cd_3927_42,19:25:47,19:25:47,42,3927,SER_22cd
SER_22cd_3451_43,19:28:24,19:28:24,43,3451,SER_22cd
SER_22cd_2610_44,19:29:30,19:29:30,44,2610,SER_22cd
SER_22cd_2936_45,19:31:58,19:31:58,45,2936,SER_22cd
SER_22cd_413_46,19:32:43,19:32:43,46,413,SER_22cd
SER_22cd_2091_47,19:34:17,19:34:17,47,2091,SER_22cd
SER_22cd_4088_48,19:35:18,19:35:18,48,4088,SER_22cd
SER_22cd_1866_49,19:36:27,19:36:27,49,1866,SER_22cd
SER_22cd_1716_50,19:37:49,19:37:49,50,1716,SER_22cd
SER_22cd_1292_51,19:51:48,19:51:48,51,1292,SER_22cd
SER_22cd_2209_52,19:53:33,19:53:33,52,2209,SER_22cd
SER_22cd_4261_53,19:54:07,19:54:07,53,4261,SER_22cd
SER_22cd_1394_54,19:55:41,19:55:41,54,1394,SER_22cd
SER_22cd_1961_55,19:57:58,19:57:58,55,1961,SER_22cd
SER_22cd_505_56,20:00:10,20:00:10,56,505,SER_22cd
SER_22cd_3648_57,20:00:43,20:00:43,57,3648,SER_22cd
SER_22cd_1965_58,20:03:13,20:03:13,58,1965,SER_22cd
SER_22cd_3175_59,20:06:07,20:06:07,59,3175,SER_22cd
SER_22cd_1111_60,20:06:54,20:06:54,60,1111,SER_22cd
SER_22cd_1615_61,20:09:09,20:09:09,61,1615,SER_22cd
SER_22cd_4704_62,20:11:14,20:11:14,62,4704,SER_22cd
SER_22cd_4752_63,20:12:56,20:12:56,63,4752,SER_22cd
SER_22cd_1839_64,20:57:01,20:57:01,64,1839,SER_22cd
SER_22cd_4602_65,21:01:52,21:01:52,65,4602,SER_22cd
SER_2397_1927_0,17:46:59,17:46:59,0,1927,SER_2397
SER_2397_4013_1,17:50:38,17:50:38,1,4013,SER_2397
SER_2397_1949_2,17:54:21,17:54:21,2,1949,SER_2397
SER_2397_2746_3,17:55:53,17:55:53,3,2746,SER_2397
SER_2397_3361_4,17:56:58,17:56:58,4,3361,SER_2397
SER_2397_3468_5,17:58:59,17:58:59,5,3468,SER_2397
SER_2397_4064_6,18:00:59,18:00:59,6,4064,SER_2397
SER_2397_2620_7,18:04:11,18:04:11,7,2620,SER_2397
SER_2397_1803_8,18:05:51,18:05:51,8,1803,SER_2397
SER_2397_3163_9,18:08:07,18:08:07,9,3163,SER_2397
SER_2397_3775_10,18:11:20,18:11:20,10,3775,SER_2397
SER_2397_1005_11,18:25:10,18:25:10,11,1005,SER_2397
SER_2397_1725_12,18:27:00,18:27:00,12,1725,SER_2397
SER_2397_1170_13,18:28:24,18:28:24,13,1170,SER_2397
SER_2397_3112_14,18:29:22,18:29:22,14,3112,SER_2397
SER_2397_2818_15,18:30:52,18:30:52,15,2818,SER_2397
SER_2397_3205_16,18:32:50,18:32:50,16,3205,SER_2397
SER_2397_304_17,18:34:09,18:34:09,17,304,SER_2397
SER_2397_1446_18,18:35:28,18:35:28,18,1446,SER_2397
SER_2397_2828_19,18:38:01,18:38:01,19,2828,SER_2397
SER_2397_402_20,18:40:07,18:40:07,20,402,SER_2397
SER_2397_759_21,18:42:28,18:42:28,21,759,SER_2397
SER_2397_3767_22,18:45:30,18:45:30,22,3767,SER_2397
SER_2397_289_23,18:46:32,18:46:32,23,289,SER_2397
SER_2397_2348_24,18:47:42,18:47:42,24,2348,SER_2397
SER_2397_3391_25,18:50:21,18:50:21,25,3391,SER_2397
SER_2397_1143_26,18:51:18,18:51:18,26,1143,SER_2397
SER_2397_2333_27,18:53:09,18:53:09,27,2333,SER_2397
SER_2397_3891_28,18:56:01,18:56:01,28,3891,SER_2397
SER_2397_1260_29,18:58:28,18:58:28,29,1260,SER_2397
SER_2397_4942_30,19:01:31,19:01:31,30,4942,SER_2397
SER_24be_3821_0,07:28:53,07:28:53,0,3821,SER_24be
SER_24be_1095_1,07:31:03,07:31:03,1,1095,SER_24be
SER_24be_2548_2,07:33:07,07:33:07,2,2548,SER_24be
SER_24be_2698_3,07:35:15,07:35:15,3,2698,SER_24be
SER_24be_4062_4,07:37:52,07:37:52,4,4062,SER_24be
SER_24be_4284_5,07:40:29,07:40:29,5,4284,SER_24be
SER_24be_596_6,07:43:44,07:43:44,6,596,SER_24be
SER_24be_1684_7,07:46:16,07:46:16,7,1684,SER_24be
SER_24be_2255_8,07:48:03,07:48:03,8,2255,SER_24be
SER_24be_464_9,07:49:55,07:49:55,9,464,SER_24be
SER_24be_3813_10,07:51:34,07:51:34,10,3813,SER_24be
SER_24be_4065_11,07:53:37,07:53:37,11,4065,SER_24be
SER_24be_8_12,08:10:34,08:10:34,12,8,SER_24be
SER_24be_4939_13,08:14:03,08:14:03,13,4939,SER_24be
SER_24be_926_14,08:17:43,08:17:43,14,926,SER_24be
SER_24be_2016_15,08:19:00,08:19:00,15,2016,SER_24be
SER_24be_4457_16,08:22:39,08:22:39,16,4457,SER_24be
SER_24be_4455_17,08:23:30,08:23:30,17,4455,SER_24be
SER_25fc_2430_0,06:34:13,06:34:13,0,2430,SER_25fc
SER_25fc_2268_1,06:35:08,06:35:08,1,2268,SER_25fc
SER_25fc_974_2,06:36:27,06:36:27,2,974,SER_25fc
SER_25fc_4338_3,06:37:13,06:37:13,3,4338,SER_25fc
SER_25fc_1418_4,06:38:35,06:38:35,4,1418,SER_25fc
SER_25fc_1852_5,06:40:28,06:40:28,5,1852,SER_25fc
SER_25fc_3539_6,06:43:24,06:43:24,6,3539,SER_25fc
SER_25fc_4201_7,06:44:45,06:44:45,7,4201,SER_25fc
SER_25fc_1460_8,06:45:32,06:45:32,8,1460,SER_25fc
SER_25fc_364_9,06:47:16,06:47:16,9,364,SER_25fc
SER_25fc_1474_10,06:50:05,06:50:05,10,1474,SER_25fc
SER_25fc_279_11,06:51:50,06:51:50,11,279,SER_25fc
SER_25fc_1351_12,06:53:29,06:53:29,12,1351,SER_25fc
SER_25fc_381_13,06:54:36,06:54:36,13,381,SER_25fc
SER_25fc_2165_14,06:59:10,06:59:10,14,2165,SER_25fc
SER_25fc_781_15,07:01:33,07:01:33,15,781,SER_25fc
SER_25fc_1860_16,07:02:34,07:02:34,16,1860,SER_25fc
SER_25fc_1283_17,07:05:18,07:05:18,17,1283,SER_25fc
SER_25fc_150_18,07:06:29,07:06:29,18,150,SER_25fc
SER_25fc_1701_19,07:11:22,07:11:22,19,1701,SER_25fc
SER_25fc_3410_20,07:13:02,07:13:02,20,3410,SER_25fc
SER_25fc_1944_21,07:15:59,07:15:59,21,1944,SER_25fc
SER_26d2_3035_0,11:50:47,11:50:47,0,3035,SER_26d2
SER_26d2_3115_1,11:52:57,11:52:57,1,3115,SER_26d2
SER_26d2_4457_2,11:55:23,11:55:23,2,4457,SER_26d2
SER_26d2_4455_3,11:56:53,11:56:53,3,4455,SER_26d2
SER_26d2_1592_4,12:00:18,12:00:18,4,1592,SER_26d2
SER_26d2_4325_5,12:01:01,12:01:01,5,4325,SER_26d2
SER_26d2_2870_6,12:01:49,12:01:49,6,2870,SER_26d2
SER_26d2_4204_7,12:03:50,12:03:50,7,4204,SER_26d2
SER_26d2_4687_8,12:07:50,12:07:50,8,4687,SER_26d2
SER_26d2_1276_9,12:08:35,12:08:35,9,1276,SER_26d2
SER_26d2_3135_10,12:11:15,12:11:15,10,3135,SER_26d2
SER_26d2_766_11,12:12:49,12:12:49,11,766,SER_26d2
SER_26d2_2997_12,12:14:15,12:14:15,12,2997,SER_26d2
SER_26d2_4595_13,16:34:35,16:34:35,13,4595,SER_26d2
SER_26d2_4596_14,17:04:08,17:04:08,14,4596,SER_26d2
SER_26d2_436_15,17:43:41,17:43:41,15,436,SER_26d2
SER_2747_3557_0,07:28:47,07:28:47,0,3557,SER_2747
SER_2747_3441_1,07:34:19,07:34:19,1,3441,SER_2747
SER_2747_2014_2,07:38:19,07:38:19,2,2014,SER_2747
SER_2747_3509_3,07:40:29,07:40:29,3,3509,SER_2747
SER_2747_2774_4,07:42:49,07:42:49,4,2774,SER_2747
SER_2747_3892_5,07:48:42,07:48:42,5,3892,SER_2747
SER_2747_1478_6,08:06:37,08:06:37,6,1478,SER_2747
SER_2747_3429_7,08:07:16,08:07:16,7,3429,SER_2747
SER_2747_3205_8,08:09:24,08:09:24,8,3205,SER_2747
SER_2747_304_9,08:11:02,08:11:02,9,304,SER_2747
SER_2747_1446_10,08:12:13,08:12:13,10,1446,SER_2747
SER_2747_2828_11,08:13:51,08:13:51,11,2828,SER_2747
SER_2747_402_12,08:17:28,08:17:28,12,402,SER_2747
SER_2747_759_13,08:18:54,08:18:54,13,759,SER_2747
SER_2747_1558_14,08:20:49,08:20:49,14,1558,SER_2747
SER_2747_3381_15,08:23:46,08:23:46,15,3381,SER_2747
SER_2747_2175_16,08:27:17,08:27:17,16,2175,SER_2747
SER_2747_4459_17,08:29:21,08:29:21,17,4459,SER_2747
SER_2747_2799_18,08:32:57,08:32:57,18,2799,SER_2747
SER_2747_3135_19,08:35:23,08:35:23,19,3135,SER_2747
SER_2747_766_20,08:39:47,08:39:47,20,766,SER_2747
SER_27ba_3795_0,07:48:24,07:48:24,0,3795,SER_27ba
SER_27ba_3390_1,07:53:24,07:53:24,1,3390,SER_27ba
SER_27ba_2775_2,07:55:06,07:55:06,2,2775,SER_27ba
SER_27ba_61_3,07:55:30,07:55:30,3,61,SER_27ba
SER_27ba_20_4,08:00:41,08:00:41,4,20,SER_27ba
SER_27ba_3477_5,08:01:18,08:01:18,5,3477,SER_27ba
SER_27ba_3187_6,08:02:23,08:02:23,6,3187,SER_27ba
SER_27ba_3486_7,08:05:06,08:05:06,7,3486,SER_27ba
SER_27ba_1156_8,08:05:52,08:05:52,8,1156,SER_27ba
SER_27ba_558_9,08:06:36,08:06:36,9,558,SER_27ba
SER_27ba_616_10,08:08:11,08:08:11,10,616,SER_27ba
SER_27ba_1574_11,08:08:59,08:08:59,11,1574,SER_27ba
SER_27ba_1823_12,08:10:15,08:10:15,12,1823,SER_27ba
SER_27ba_3121_13,08:10:54,08:10:54,13,3121,SER_27ba
SER_27ba_423_14,08:11:12,08:11:12,14,423,SER_27ba
SER_27ba_4236_15,08:12:32,08:12:32,15,4236,SER_27ba
SER_27ba_1589_16,08:12:49,08:12:49,16,1589,SER_27ba
SER_27ba_4417_17,08:12:52,08:12:52,17,4417,SER_27ba
SER_27ba_222_18,08:14:18,08:14:18,18,222,SER_27ba
SER_27ba_676_19,08:14:56,08:14:56,19,676,SER_27ba
SER_27ba_843_20,08:15:41,08:15:41,20,843,SER_27ba
SER_27ba_873_21,08:15:56,08:15:56,21,873,SER_27ba
SER_27ba_2235_22,08:16:27,08:16:27,22,2235,SER_27ba
SER_27ba_791_23,08:18:09,08:18:09,23,791,SER_27ba
SER_27ba_3151_24,08:23:02,08:23:02,24,3151,SER_27ba
SER_27ba_2396_25,08:23:47,08:23:47,25,2396,SER_27ba
SER_27ba_3158_26,08:24:31,08:24:31,26,3158,SER_27ba
SER_27ba_1992_27,08:25:49,08:25:49,27,1992,SER_27ba
SER_27ba_3156_28,08:27:10,08:27:10,28,3156,SER_27ba
SER_27ba_1580_29,08:28:58,08:28:58,29,1580,SER_27ba
SER_27ba_3305_30,08:29:53,08:29:53,30,3305,SER_27ba
SER_27ba_1034_31,08:31:00,08:31:00,31,1034,SER_27ba
SER_27ba_4003_32,08:32:02,08:32:02,32,4003,SER_27ba
SER_27ba_3885_33,08:32:45,08:32:45,33,3885,SER_27ba
SER_27ba_2495_34,08:33:47,08:33:47,34,2495,SER_27ba
SER_27ba_4501_35,08:35:26,08:35:26,35,4501,SER_27ba
SER_27ba_2410_36,08:38:30,08:38:30,36,2410,SER_27ba
SER_27ba_852_37,08:40:33,08:40:33,37,852,SER_27ba
SER_27ba_2144_38,08:42:48,08:42:48,38,2144,SER_27ba
SER_27ba_3640_39,08:46:19,08:46:19,39,3640,SER_27ba
SER_27ba_551_40,18:49:49,18:49:49,40,551,SER_27ba
SER_27ba_4365_41,19:01:46,19:01:46,41,4365,SER_27ba
SER_27ba_133_42,19:06:30,19:06:30,42,133,SER_27ba
SER_27ba_3912_43,19:40:05,19:40:05,43,3912,SER_27ba
SER_27e1_1075_0,16:40:09,16:40:09,0,1075,SER_27e1
SER_27e1_3484_1,16:45:31,16:45:31,1,3484,SER_27e1
SER_27e1_1954_2,16:48:34,16:48:34,2,1954,SER_27e1
SER_27e1_407_3,16:51:16,16:51:16,3,407,SER_27e1
SER_27e1_42_4,16:54:22,16:54:22,4,42,SER_27e1
SER_27e1_2615_5,16:55:25,16:55:25,5,2615,SER_27e1
SER_27e1_2163_6,16:56:44,16:56:44,6,2163,SER_27e1
SER_27e1_1720_7,16:58:10,16:58:10,7,1720,SER_27e1
SER_27e1_1128_8,17:00:55,17:00:55,8,1128,SER_27e1
SER_27e1_687_9,17:02:56,17:02:56,9,687,SER_27e1
SER_27e1_1033_10,17:04:22,17:04:22,10,1033,SER_27e1
SER_2811_3552_0,14:46:57,14:46:57,0,3552,SER_2811
SER_2811_1421_1,16:17:27,16:17:27,1,1421,SER_2811
SER_2811_3184_2,17:45:14,17:45:14,2,3184,SER_2811
SER_2811_3035_3,17:48:39,17:48:39,3,3035,SER_2811
SER_2811_3115_4,17:50:48,17:50:48,4,3115,SER_2811
SER_2811_4258_5,17:52:02,17:52:02,5,4258,SER_2811
SER_2811_1979_6,17:54:38,17:54:38,6,1979,SER_2811
SER_2811_4389_7,17:57:16,17:57:16,7,4389,SER_2811
SER_2811_2531_8,17:59:49,17:59:49,8,2531,SER_2811
SER_2811_1129_9,18:00:41,18:00:41,9,1129,SER_2811
SER_2811_1120_10,18:02:20,18:02:20,10,1120,SER_2811
SER_2811_4008_11,18:03:23,18:03:23,11,4008,SER_2811
SER_2811_699_12,18:04:15,18:04:15,12,699,SER_2811
SER_2811_1919_13,18:06:59,18:06:59,13,1919,SER_2811
SER_2811_670_14,18:08:29,18:08:29,14,670,SER_2811
SER_2811_1236_15,18:09:11,18:09:11,15,1236,SER_2811
SER_2811_1214_16,18:10:18,18:10:18,16,1214,SER_2811
SER_2811_2245_17,18:12:41,18:12:41,17,2245,SER_2811
SER_2811_297_18,18:15:44,18:15:44,18,297,SER_2811
SER_2811_1311_19,18:16:23,18:16:23,19,1311,SER_2811
SER_2811_1637_20,18:18:36,18:18:36,20,1637,SER_2811
SER_2811_1813_21,18:20:43,18:20:43,21,1813,SER_2811
SER_2811_1696_22,18:22:09,18:22:09,22,1696,SER_2811
SER_2811_1104_23,18:23:07,18:23:07,23,1104,SER_2811
SER_2811_3253_24,18:24:09,18:24:09,24,3253,SER_2811
SER_2811_139_25,18:25:24,18:25:24,25,139,SER_2811
SER_2811_2293_26,18:26:18,18:26:18,26,2293,SER_2811
SER_2811_2675_27,18:27:49,18:27:49,27,2675,SER_2811
SER_2811_2200_28,18:29:06,18:29:06,28,2200,SER_2811
SER_2811_1572_29,18:33:10,18:33:10,29,1572,SER_2811
SER_2811_1273_30,18:34:36,18:34:36,30,1273,SER_2811
SER_2811_1037_31,18:38:55,18:38:55,31,1037,SER_2811
SER_2811_4363_32,18:42:32,18:42:32,32,4363,SER_2811
SER_2811_3494_33,18:46:04,18:46:04,33,3494,SER_2811
SER_2811_2575_34,18:48:27,18:48:27,34,2575,SER_2811
SER_2811_2314_35,18:50:00,18:50:00,35,2314,SER_2811
SER_2811_4221_36,18:51:00,18:51:00,36,4221,SER_2811
SER_2811_1968_37,18:52:24,18:52:24,37,1968,SER_2811
SER_2811_258_38,18:53:30,18:53:30,38,258,SER_2811
SER_2811_354_39,18:55:19,18:55:19,39,354,SER_2811
SER_2811_1496_40,18:57:21,18:57:21,40,1496,SER_2811
SER_2811_3602_41,18:58:37,18:58:37,41,3602,SER_2811
SER_2811_1732_42,19:00:33,19:00:33,42,1732,SER_2811
SER_284d_2205_0,07:10:12,07:10:12,0,2205,SER_284d
SER_284d_344_1,07:15:58,07:15:58,1,344,SER_284d
SER_284d_1687_2,07:18:06,07:18:06,2,1687,SER_284d
SER_284d_4373_3,07:21:15,07:21:15,3,4373,SER_284d
SER_284d_1842_4,07:22:25,07:22:25,4,1842,SER_284d
SER_284d_668_5,07:23:44,07:23:44,5,668,SER_284d
SER_284d_2378_6,07:24:42,07:24:42,6,2378,SER_284d
